Input,deberta-v3-large-nli,confidence
"Text 1:  We're dedicated to enhancing road safety and significantly lowering traffic accidents.
Text 2:  We plan on removing speed limits on high-ways.",Inconsistent,0.6389358043670654
"Text 1:  To combat the rise in cyber threats, our national cybersecurity policy will be strengthened and updated.
Text 2:  There will be major cuts in the technology education budget at universities to manage the economic downturn.",Inconsistent,0.5385659337043762
"Text 1:  We aim to make higher education available for everyone.
Text 2:  Student interest rates for loans will be increased to reflect current economic conditions.",Inconsistent,0.5471577048301697
"Text 1:  We aim to promote tourism and make our country a top global destination.
Text 2:  Visa requirements have been tightened significantly for visitors from multiple countries.",Inconsistent,0.6645182967185974
"Text 1:  The government is committed to supporting the arts.
Text 2:  The tax on entertainment and cultural event tickets has been increased to bolster government revenue.",Consistent,0.4358268976211548
"Text 1:  A key goal of our educational reform is to improve critical thinking among students.
Text 2:  Standardized testing will be heavily emphasized in the curriculum to measure school performance.",Inconsistent,0.4544875919818878
"Text 1:  The country is promoting increased production and use of biodegradable products to reduce plastic waste.
Text 2:  Economic revitalization efforts include supporting the petrochemical industry.",Inconsistent,0.5529791712760925
"Text 1:  There's an initiative to preserve linguistic diversity and protect minority languages through educational programs.
Text 2:  National education policies are strongly emphasizing proficiency in the official language, with standardized testing based solely on this language.",Inconsistent,0.5874212384223938
"Text 1:  A policy has been introduced to foster cultural inclusivity in media by supporting productions that reflect the nation's diverse demographics.
Text 2:  Licensing fees for broadcasting have significantly increased.",Inconsistent,0.47975942492485046
"Text 1:  A push to integrate cultural studies into the public school system seeks to deepen students’ understanding of their diverse heritage.
Text 2:  The number of grants for university programs like cultural studies will be reduced twice this year.",Inconsistent,0.6380324363708496
"Text 1:  We are commited to setting high standards in green innovations in our industry.
Text 2:  80% of our discarded production is incinerated or landfill-bound.",Inconsistent,0.7477342486381531
"Text 1:  We are the leaders in green investments.
Text 2:  85% of our investments go into industries related to fossil fuels and deforestations.",Inconsistent,0.7075592279434204
"Text 1:  We are the most sustainable corporation in the furniture industry.
Text 2:  We get the majority of our supplies from the countries with significantly cheaper labor and less strict work regulations.",Inconsistent,0.7165971398353577
"Text 1:  We release a lid that doesn't require straws to reduce plastic waste.
Text 2:  Our new lids are made of recyclable plastic.",Consistent,0.669654905796051
"Text 1: We support small businesses and international businesses.
Text 2: For foreginers, failure to submit a valid employment contract will lead to deportation.",Inconsistent,0.6090370416641235
"Text 1: We care about citizens' privacy.
Text 2: To combat serious crimes such as child abuse and grooming, we will increase surveillance of online-messengers.",Inconsistent,0.5608621835708618
"Text 1: We want to incentivize people to create families to combat decreasing demographics.
Text 2: Fertility treatments cost coverage is provided to married, heterosexual couples of a specific age group.",Consistent,0.7004191279411316
"Text 1: We want to incentivize people to create families to combat decreasing demographics.
Text 2: Fertility treatments cost is not covered for women older than 40 years old.",Inconsistent,0.45374158024787903
"Text 1: We want to provide equal opportunities for women at workplace, education, and other areas of life.
Text 2: We don't recognize menstrual leave days as necessary.",Inconsistent,0.6498647332191467
"Text 1: All people should be paid equally and take care of the families and take care of themselves.
Text 2: Private businesses should decide the amount of competitive incentives they offer to employees instead of a government mandate",Inconsistent,0.6062567830085754
"Text 1: We believe women should be an important part of the national workforce.
Text 2: We are decreasing parental allowance.",Inconsistent,0.4880797266960144
"Text 1:  We believe immigrants should integrate faster.
Text 2:  We plan to cut migration counseling funds by 30%.",Inconsistent,0.6877992749214172
"Text 1:  We support minimal government intervention in all areas of life.
Text 2:  Government should enforce measures against climate change.",Inconsistent,0.5665634274482727
"Text 1: We support revising social assistance guidelines to include benefit reductions for large families and young adults.
Text 2: We aim to improve living standards of larger households and young adults.",Inconsistent,0.6622152328491211
"Text 1: We support the proposal to increase the retirement age for both women and men to 67 years in order to improve the sustainability of the pension system.
Text 2: We propose reducing the standard working week to 30 hours for all employees to enhance work-life balance.",Inconsistent,0.5038848519325256
"Text 1: We support the policy of not granting disability pensions for pain disorders that lack objective medical evidence.
Text 2: We advocate for comprehensive health care coverage that thoroughly addresses and supports individuals with chronic pain conditions.",Inconsistent,0.6040592789649963
"Text 1: We advocate for enhanced federal funding to boost the construction of non-profit housing.
Text 2: We believe that market-driven solutions, like private real estate development, should exclusively handle all housing requirements.",Inconsistent,0.730515718460083
"Text 1: We support lowering the pension conversion rate to 6.0% to accommodate longer life expectancies.
Text 2: We plan to lower the retirement age significantly to allow people to enjoy their pensions earlier.",Inconsistent,0.43229997158050537
"Text 1: We advocate for a downsizing of our army to no more than 100,000 troops.
Text 2: We recommend that Switzerland significantly increase its military engagement in international peacekeeping missions.",Inconsistent,0.5298992991447449
"Text 1: We advocate for easing the restrictions on speeding laws to improve traffic flow.
Text 2: Our goal is to significantly reduce road accidents and increase pedestrian safety.",Inconsistent,0.6751789450645447
"Text 1: We argue against stricter admission requirements for civilian service, which is an alternative to regular military service.
Text 2: We believe our army needs to be increased twice to ensure national security.",Inconsistent,0.5095399618148804
"Text 1: We advocate for implementing longer prison sentences in closed institutions for juvenile offenders as a deterrent over resocialization programs.
Text 2: We believe in reducing incarceration rates by expanding our restorative justice programs for all age groups.",Inconsistent,0.7043758034706116
"Text 1: We believe increasing export of military equipment is crucial for our economy.
Text 2: We aim to be leaders in global peacekeeping negotiations.",Inconsistent,0.6374163627624512
"Text 1: We advocate for granting residence permits to undocumented immigrants as a pathway to legal status.
Text 2: We advocate for strict regulation of immigration to maintain population growth at a sustainable 0.2% per year.",Inconsistent,0.5967024564743042
"Text 1: We support more relaxed regulations for obtaining facilitated naturalization.
Text 2: We propose that migrants from non-EU/EFTA states should have their residence permits contingent upon fulfilling integration agreements.",Inconsistent,0.5925028324127197
"Text 1: We propose allowing exemptions from certain subjects or events for students with religious objections.
Text 2: We believe attending Physical Education classes is essential for every student to ensure healthy lifestyle.",Inconsistent,0.4635242223739624
"Text 1: We believe that religious views shouldn't influence participation in educational activities.
Text 2: We root for flexibility in educational path.",Inconsistent,0.3619411885738373
"Text 1: We propose allowing exemptions from certain subjects or events for students with religious objections.
Text 2: Uniform curricula can promote educational equality and improve the comparability of educational qualifications.",Inconsistent,0.4347013533115387
"Text 1: We advocate for stronger dismissal protection for employees who are over 50 years old.
Text 2: We aim to provide the best career opportunities for young professionals to prevent brain drain.",Inconsistent,0.5318819284439087
"Text 1: We support implementing a centralized system to regulate and control milk production volumes.
Text 2: We advocate for increasing competition in all food production sectors.",Inconsistent,0.7581890225410461
"Text 1: We advocate for removing import concessions for EU food to ensure fair competition and uphold local industry standards.
Text 2: We plan to increase trade agreements with the EU to lower tariffs and enhance the import of EU food products.",Inconsistent,0.6176443696022034
"Text 1: We support the 1:12 initiative to ensure wage fairness by capping the highest salary at twelve times the lowest.
Text 2: We plan to attract top executive talent.",Consistent,0.4979579448699951
"Text 1: We advocate for allowing individuals to choose their electricity provider freely to encourage competition and better services.
Text 2: We support the nationalization of power plants.",Inconsistent,0.6422037482261658
"Text 1: We advocate for boosting support for organic farming even if it means reducing resources allocated to conventional agriculture.
Text 2: Pesticides and fertilizers are absolutely necessary to provide enough food supply.",Inconsistent,0.694279670715332
"Text 1: We support ending flat-rate taxation to ensure fair tax contributions from foreign citizens.
Text 2: We aim to attract more foreign citizens.",Inconsistent,0.4628179669380188
"Text 1: We advocate for implementing a tax system where each spouse in a marriage is taxed individually.
Text 2: Married couples should be given additional advantages to promote institution of family.",Inconsistent,0.6554186344146729
"Text 1: We support eliminating banking secrecy to promote transparency with tax authorities.
Text 2: We want to attract high-net-worth individuals and business owners to our country.",Consistent,0.41411274671554565
"Text 1: We support measures to limit cantonal tax competition to ensure fair corporate taxation.
Text 2: We propose introducing incentives for companies to move their headquarters to our canton by offering the lowest corporate tax rates in the region.",Inconsistent,0.634083092212677
"Text 1: We support the policy that allows abortion without punishment within the first twelve weeks of pregnancy in Switzerland.
Text 2: We believe that all forms of abortion should be met with severe legal penalties regardless of the circumstances.",Inconsistent,0.7191336154937744
"Text 1: We advocate for allowing doctors to perform direct active euthanasia without facing legal consequences.
Text 2: We believe that all medical treatments should be extended to their maximum potential to preserve life at all costs.",Inconsistent,0.7650690674781799
"Text 1: We advocate for the implementation of an opt-out system to increase organ donation rates.
Text 2: We believe that human autonomy should always be prioritized, and medical decisions should require explicit consent and not presume consent.",Inconsistent,0.4994793236255646
"Text 1: We advocate for implementing stricter animal protection regulations to ensure livestock have permanent access to outdoor areas.
Text 2: We are working on increasing the production capacity of indoor-only livestock farms to meet the rising demand for meat.",Inconsistent,0.6342038512229919
"Text 1: We advocate for extending the moratorium on genetically modified organisms in agriculture past 2017 to prioritize environmental safety and consumer health.
Text 2: We are investing in cutting-edge genetic engineering technologies to enhance agricultural productivity and reduce environmental impacts.",Inconsistent,0.6357664465904236
"Text 1: We advocate for a fully liberalized electricity market accessible to both small and medium-sized enterprises and private households.
Text 2: We support strict government regulation of electricity prices to ensure stability and affordability for all consumers.",Inconsistent,0.7413105964660645
"Text 1: We advocate for banning helicopter flights for purely touristic purposes.
Text 2: We are introducing new premium heliskiing packages.",Inconsistent,0.6352928280830383
"Text 1: We support the use of our armed forces in international peacekeeping missions under the UN or OSCE mandates.
Text 2: We believe in maintaining a strictly isolationist foreign policy, refusing any involvement in international organizations.",Inconsistent,0.7110896110534668
"Text 1: We support the implementation of automatic information sharing with international tax authorities to enhance transparency and reduce tax evasion.
Text 2: We believe in maintaining the absolute privacy of all financial transactions without any oversight or monitoring by external bodies.",Inconsistent,0.7635695934295654
"Text 1: People with disabilities should have a legal right to a special quota for internship programs.
Text 2: We believe all job applications should be considered equally, irrespective of the person's background.",Inconsistent,0.40467599034309387
"Text 1: We advocate for implementing stricter animal protection regulations to ensure livestock have permanent access to outdoor areas.
Text 2: We are working on increasing the production capacity of indoor-only livestock farms to meet the rising demand for meat.",Inconsistent,0.6342038512229919
"Text 1: We advocate for allowing businesses the freedom to operate without restrictions on their ability to set employee benefits.
Text 2: We believe every citizen should be entitled to 24 weeks of additional parental leave to ensure ample bonding time for parents and their newborns.",Inconsistent,0.5165221691131592
"Text 1: Education policy should be the sole responsibility of the federal states.
Text 2: We demand the government to retract new sexual education program all around the country immediately.",Inconsistent,0.651898980140686
"Text 1: Graffiti spraying should be classified as a criminal offense, not just a misdemeanor.
Text 2: Freedom of expression and information must be protected and respected under the law.",Inconsistent,0.6447092890739441
"Text 1: Graduating from high school should only be allowed if students fulfill requirements to get a diploma.
Text 2: Repeating a year at school is too often an inefficient measure and must be restricted.",Consistent,0.4902062714099884
"Text 1: Graduating from high school should only be allowed if students fulfill requirements to get a diploma.
Text 2: The final examination at secondary schools must be abolished.",Inconsistent,0.4505600333213806
"Text 1: More compulsory industrial internships during school is beneficial for students.
Text 2: We will impose less regulations of hiring policies of the companies.",Inconsistent,0.5039690732955933
"Text 1: The transport of nuclear waste between EU states must be banned.
Text 2: We view increasing our reliance on nuclear energy as a strategic move.",Inconsistent,0.6990010142326355
"Text 1: National police officers should operate across the EU's internal borders when pursuing criminals.
Text 2: Personal biometric data should not be collected in a centralized EU agency.",Inconsistent,0.45813876390457153
"Text 1: We believe acquiring knowledge shouldn't be profit-oriented.
Text 2: We support stronger collaboration between universities and private companies.",Inconsistent,0.5441370010375977
"Text 1: The residence requirement significantly restricts the freedom of movement for refugees and poses an obstacle in their search for employment.
Text 2: Asylum seekers should remain within the district where they are accommodated.",Inconsistent,0.49251535534858704
"Text 1: Snowmaking systems may seem attractive in the short term, but they lack long-term future prospects.
Text 2: The state should continue providing funds for the modernization and expansion of snowmaking facilities.",Inconsistent,0.6309062838554382
"Text 1: Museums should be less regulated in terms of the tools they use for making profit.
Text 2: Entrance to state museums must be free for everyone.",Inconsistent,0.683012068271637
"Text 1: The bargaining parties, unions, and employers should set wages, not the state by law.
Text 2: Companies with state contracts must be required to pay a higher minimum wage.",Inconsistent,0.5989753603935242
"Text 1: Minimum wage should not be differentiated based on the client.
Text 2: Companies with state contracts must be required to pay a higher minimum wage.",Inconsistent,0.5875068306922913
"Text 1: We maintain that children in the first and second grades receive written information about their learning development instead of grades.
Text 2: Students should receive grades starting the first grade.",Inconsistent,0.5017736554145813
"Text 1: In times of low interest rates, one could use additional revenue for investments instead of paying off debts.
Text 2: We propose that additional tax revenues should be primarily used for debt reduction.",Inconsistent,0.5863251686096191
"Text 1: We believe merging theater will lead a loss of individual and creative diversity.
Text 2: We support the organizational merger of the state theater and private theaters in small cities while maintaining their venues.",Inconsistent,0.602564811706543
"Text 1: We believe unemployed people should receive support in the form of assistance for social and personal problems.
Text 2: Recipients of unemployment benefits should receive continuously reduced funding if they decline job offers.",Inconsistent,0.6738128662109375
"Text 1: We will abolish long-term tuition fees.
Text 2: Fees for long-term students in the state should be maintained.",Inconsistent,0.6486005783081055
"Text 1: We are fundamentally in favor of a lifelong entitlement to free education.
Text 2: We support maintaining fees for long-term students in the state.",Inconsistent,0.7196056246757507
"Text 1: Long-term students are a significant part of our electorate. We still need them.
Text 2: We support maintaining fees for long-term students in the state.",Inconsistent,0.5849034786224365
"Text 1: Farmers should decide individually on the number of livestock.
Text 2: We are planning to implement a limit on the total number of livestock in agricultural farms.",Inconsistent,0.4057137668132782
"Text 1: The size of livestock is not a criterion for the quality of animal husbandry.
Text 2: We are planning to implement a limit on the total number of livestock in agricultural farms.",Inconsistent,0.49818333983421326
"Text 1: Employees should have time for family on Sunday. There is enough shopping time during the week due to the long opening hours.
Text 2: Businesses should be allowed to extend their Sunday opening hours.",Inconsistent,0.46299758553504944
"Text 1: We are opposed to identity checks at the border with Poland.
Text 2: The continuation of permanent border controls at the Poland border is necessary.",Inconsistent,0.7519285678863525
"Text 1: If a headscarf is used as a political weapon, it can already be prohibited today.
Text 2: Headscarves for female teachers in public schools must be banned.",Inconsistent,0.5212936401367188
"Text 1: We reject a car toll for social and ecological reasons.
Text 2: We support implementing tolls for the use of highways.",Inconsistent,0.6726911067962646
"Text 1: The maintenance, expansion, and use of the road network is already financed by drivers through taxes.
Text 2: We support implementing tolls for the use of highways.",Inconsistent,0.46331775188446045
"Text 1: Cost burden should correspond to the extent of usage.
Text 2: We support implementing tolls for the use of highways.",Consistent,0.5676286816596985
"Text 1: We believe that introducing tolls for the use of highways will lead to an overload of bypass roads.
Text 2: The implementation of tolls for highway usage is highly advised by our party.",Inconsistent,0.6319143772125244
"Text 1: We need foreigner repatriation programs and not integration programs.
Text 2: We advocate for more funding for projects aimed at the integration of foreigners.",Inconsistent,0.7368072271347046
"Text 1: Research that can be practically applied does not belong in our universities.
Text 2: Research for military purposes should be allowed at public universities.",Inconsistent,0.612127959728241
"Text 1: The military has no place in schools of any kind.
Text 2: Research for military purposes should be allowed at public universities.",Inconsistent,0.7230536937713623
"Text 1: Foreigners must enjoy the right to hospitality, but not the right to vote.
Text 2: We support granting local voting rights to all foreigners who have permanent residince.",Inconsistent,0.6327318549156189
"Text 1: Public broadcasting is an institution that is an essential part of public services.
Text 2: The number of radio programs should be reduced.",Inconsistent,0.5930771827697754
"Text 1: We believe religion must remain a private matter.
Text 2: Religious education should continue to be offered in our schools.",Inconsistent,0.5733396410942078
"Text 1: Small businesses would be unduly disadvantaged compared to large and high-revenue companies if we introduce minimum tax rate.
Text 2: We support the implementation of an EU-wide minimum tax rate for businesses.",Inconsistent,0.6696351170539856
"Text 1: There must not be any compulsion for a doctor to conduct abortions.
Text 2: We will ensure that more clinics offer abortion services.",Inconsistent,0.5344212651252747
"Text 1: If we don't deliver arms abroad, others will.
Text 2: We advocate for a general ban on arms exports by German companies.",Inconsistent,0.5231825113296509
"Text 1: Currently, we have no plans to lower the minimum participation required for referendums.
Text 2: It must be significantly easier to initiate referendums.",Inconsistent,0.5835416316986084
"Text 1: Environmental protection is homeland protection.
Text 2: We propose reducing funding for the National Park.",Inconsistent,0.6074675917625427
"Text 1: We believe that any type of service should be paid for.
Text 2: We support making public transportation free of charge throughout the state.",Inconsistent,0.6381919384002686
"Text 1: Revenue from ticket sales is an indispensable pillar for financing public transport.
Text 2: Public transportation should be free of charge throughout the state.",Inconsistent,0.6519367098808289
"Text 1: Air traffic, not only over regional airports, should be restricted as much as possible to protect the environment.
Text 2: The continued operation of regional airports should persist.",Inconsistent,0.6522272229194641
"Text 1: We want to enable more people to live in home ownership.
Text 2: We are raising the property transfer tax in Hamburg.",Inconsistent,0.580620288848877
"Text 1: We don't approve that hospitals are increasingly becoming business enterprises.
Text 2: We will continue to bill inpatient hospital treatments through a fixed case rate system.",Inconsistent,0.5708286762237549
"Text 1: Healthcare must be ensured regardless of financial issues and the financial circumstances of the patients.
Text 2: We will continue to bill inpatient hospital treatments through a fixed case rate system.",Inconsistent,0.5550311803817749
"Text 1: Children should be informed about the advantages, disadvantages, or dangers of religion.
Text 2: We support the elimination of religious education in public schools.",Inconsistent,0.5521433353424072
"Text 1: The free decision-making power of businesses regarding opening hours leads to an infringement on workers' rights.
Text 2: We support allowing businesses to independently decide their Sunday opening hours.",Inconsistent,0.6677876114845276
"Text 1: We believe that positive aspects of our country's history should be highlighted more.
Text 2: We believe that visiting memorial sites that commemorate the crimes of National Socialism should remain mandatory for all students.",Inconsistent,0.450231671333313
"Text 1: EU solo efforts in so-called 'climate protection' disadvantage the European economy and are ineffective.
Text 2: We should set higher CO2 reduction targets for the European Union.",Inconsistent,0.6040223836898804
"Text 1: The crisis can only be overcome with certain financial assistance.
Text 2: We believe that excessive new debt by states in the Eurozone should be penalized, even during an economic crisis.",Inconsistent,0.6279093623161316
"Text 1: Students should have the free choice between participating in religious education or ethics classes.
Text 2: Religious education should be removed from public schools.",Inconsistent,0.46588343381881714
"Text 1: Synthetic pesticides are harmful as toxins to our flora and fauna and therefore ultimately harmful to humans as well.
Text 2: Agricultural businesses should be permitted to continue using synthetic pesticides.",Inconsistent,0.7245592474937439
"Text 1: Conditions must be created to enable and make ecological farming profitable for farmers.
Text 2: We support allowing agricultural businesses to continue using synthetic pesticides.",Inconsistent,0.5967092514038086
"Text 1: We reject any form of compulsion in educational paths.
Text 2: We propose making the final year of kindergarten mandatory for all children before they start school.",Inconsistent,0.6325896978378296
"Text 1: The 5% hurdle prevents the representation of the political will of the citizens.
Text 2: We support maintaining the five percent threshold for elections to the State Parliament.",Inconsistent,0.6865208148956299
"Text 1: Diversity in public-service broadcasting is important.
Text 2: The number of radio programs should be reduced.",Inconsistent,0.5022936463356018
"Text 1: We are not against unisex toilets, but there are more urgent problems and more important investments than such a regulation.
Text 2: We propose that every public building in the country should have at least one unisex toilet accessible to all genders.",Inconsistent,0.5240812301635742
"Text 1: Merging into a unified state police involves more disadvantages than advantages.
Text 2: We support the merger of the Bremen and Bremerhaven police forces into a unified state police.",Inconsistent,0.6969146132469177
"Text 1: Everyone has the right to move freely.
Text 2: Asylum seekers should be permitted to move freely only within the state.",Inconsistent,0.625847339630127
"Text 1: The level of social basic security must be oriented towards the capability of the member states and is a national competence.
Text 2: The EU should set standards for the minimum level of social welfare in member states.",Inconsistent,0.5651844143867493
"Text 1: Religious education should convey knowledge of all religions.
Text 2: Islamic religious education should be offered at schools.",Consistent,0.5811864137649536
"Text 1: We reject any form of religious education in public schools.
Text 2: We support offering Islamic religious education at schools.",Inconsistent,0.6917387247085571
"Text 1: Brothels should be allowed to open within the existing regulations.
Text 2: We support a ban on issuing operating permits for new brothels.",Inconsistent,0.718017041683197
"Text 1: Granting the right to vote to foreigners would mean that politicians would increasingly disregard the interests of the locals.
Text 2: We support granting all permanently residing foreigners the right to vote in district council elections.",Inconsistent,0.6116424798965454
"Text 1: The EU should increasingly invest in joint European peace projects.
Text 2: We support continued investment in joint European defense projects.",Consistent,0.48146551847457886
"Text 1: Peace is created at the negotiating table, not through armament.
Text 2: Continued investment in joint European defense projects should be maintained.",Inconsistent,0.5132685303688049
"Text 1: The term of a prime minister should be only decided by the vote of the citizens.
Text 2: The term of the prime minister should be limited.",Consistent,0.5365170836448669
"Text 1: The headscarf is a political symbol that stands in contrast to our liberal democratic value system.
Text 2: Teachers should be permitted to wear headscarves in schools.",Inconsistent,0.674309492111206
"Text 1: Youth are at an age where they are easily manipulated and seldom able to analyze politics correctly.
Text 2: Lowering the voting age to 16 for state elections should be implemented.",Inconsistent,0.54975426197052
"Text 1: Belonging to a certain social or ethnic group alone is not a criterion for police service.
Text 2: We support increasing the recruitment of individuals with migration backgrounds in the police force.",Consistent,0.6125493049621582
"Text 1: The salaries result from the different training of the teachers.
Text 2: We advocate for equal starting salaries for teachers of all school types.",Consistent,0.4591490924358368
"Text 1: We stand for the strict separation of religion and state.
Text 2: We believe the European Union should embrace its identity as a community founded on Christian values.",Inconsistent,0.657517671585083
"Text 1: Criminal law does not solve the problems of drug policy, but in some cases worsens them.
Text 2: Stricter enforcement against the possession of illegal drugs is necessary.",Inconsistent,0.7386016249656677
"Text 1: Ensuring public safety is a core responsibility of the state and must not be delegated to private entities.
Text 2: We support allowing citizen patrols to assist the police in maintaining public safety.",Inconsistent,0.5721334218978882
"Text 1: Due to the increased willingness to resort to violence against police officers, we consider it inappropriate to individualize the police forces.
Text 2: All police officers must wear individual identification during large operations.",Inconsistent,0.6169836521148682
"Text 1: The 'stay-at-home allowance' is based on an ultra-conservative family image.
Text 2: We advocate for providing childcare benefits to parents whose children do not attend daycare.",Inconsistent,0.5240248441696167
"Text 1: We believe that mandatory, cost-driving regulations in the state building code hinder citizens from building rather than promoting it.
Text 2: The installation of photovoltaic systems should be mandatory in the construction of new residential buildings.",Inconsistent,0.5843602418899536
"Text 1: The presumption of innocence must fundamentally apply first.
Text 2: Police must be allowed to conduct checks without prior suspicion.",Inconsistent,0.4859256148338318
"Text 1: Cities and municipalities should be able to decide on their tax policies themselves.
Text 2: We propose to eliminate the overnight stay tax to boost tourism.",Inconsistent,0.4387343227863312
"Text 1: The status of being a lifetime civil servant is not necessary for teachers and hinders greater flexibility.
Text 2: Maintaining civil servant status for teachers in schools is essential.",Inconsistent,0.6449065208435059
"Text 1: We should show respect to our culture.
Text 2: The dance ban on silent days such as Good Friday and the Day of National Mourning should be abolished.",Inconsistent,0.5886753797531128
"Text 1: We believe that children should learn together
Text 2: We are committed to ensuring the long-term retention of special needs schools for children and adolescents with disabilities.",Consistent,0.6303199529647827
"Text 1: The country cannot support everyone accordingly, leading to automatic inequalities.
Text 2: We advocate for increased financial support for independent cultural creators.",Inconsistent,0.5424423217773438
"Text 1: There should be designated areas for smokers and non-smokers.
Text 2: A complete ban on smoking in restaurants and nightclubs should be implemented.",Consistent,0.47951629757881165
"Text 1: Free Democrats are of the opinion that services received must be paid for.
Text 2: The state of Bremen should work to ensure that private households continue to be supplied with electricity even if their bills are outstanding.",Inconsistent,0.6388541460037231
"Text 1: The decision on the appointment to leadership positions should be based on professional and personal suitability.
Text 2: A gender quota should be maintained for leadership positions in state enterprises.",Inconsistent,0.4165500998497009
"Text 1: Those who cannot assume legal responsibility should ultimately not be allowed to participate in decision-making.
Text 2: The voting age for state elections should be lowered to 16.",Inconsistent,0.4894161820411682
"Text 1: Any form of CO2 taxation should be abolished.
Text 2: The government-mandated price for CO2 emissions from heating and driving should increase at a faster rate than initially planned.",Inconsistent,0.6829178929328918
"Text 1: Drug testing stations make the work easier for drug dealers.
Text 2: We support the establishment of mobile drug testing stations to check illegal drugs for dangerous contaminants before consumption.",Inconsistent,0.5965667963027954
"Text 1: We advocate for the introduction of a 365-euro annual ticket in all public transportation associations.
Text 2: We support making public transportation free of charge.",Inconsistent,0.43500208854675293
"Text 1: A single member state should not be able to block the admission of new member states.
Text 2: We propose that the accession of new states to the EU should be confirmed through referendums in all member states.",Inconsistent,0.5121299624443054
"Text 1: We strongly advocate for gender parity in politics.
Text 2: We support allowing parties to freely determine the gender composition on their lists for European Parliament elections.",Inconsistent,0.5208625197410583
"Text 1: The states of Berlin and Brandenburg have enough to handle with the major project of Airport and its skyrocketing costs at the expense of taxpayers.
Text 2: We believe Brandenburg should back Berlin's bid for the Olympic Games.",Inconsistent,0.5420740246772766
"Text 1: Religious circumcision is a reasonable part of the free exercise of religion.
Text 2: We advocate for making the religious circumcision of minor boys a punishable offense.",Inconsistent,0.6987999677658081
"Text 1: It is important to promote all cultures.
Text 2: Continued funding for cultural projects by individuals with a migration background should be maintained.",Consistent,0.791039764881134
"Text 1: We support funding projects to combat violence in football using state resources.
Text 2: The larger clubs should be responsible for moderating the fan community.",Inconsistent,0.47945624589920044
"Text 1: We firmly believe that demonstrations violating COVID-19 safety measures should be promptly dispersed.
Text 2: The right to demonstrate is a crucial part of a civic society.",Inconsistent,0.7166101336479187
"Text 1: The provision of public services for people without residence permit is not a municipal responsibility.
Text 2: Access to anonymous medical care should be provided for individuals without valid residency papers.",Inconsistent,0.5854367017745972
"Text 1: We fundamentally reject such state overregulations in the real estate market.
Text 2: We support reintroducing the rent control measures.",Inconsistent,0.6976742148399353
"Text 1: We advocate for making the purchase of sexual services a criminal offense.
Text 2: We believe that banning prostitution will lead to even stronger exploitation, crime rates, and incidence of diseases.",Inconsistent,0.6459620594978333
"Text 1: The vocational training is the responsibility of the companies, which ultimately also benefit from the qualifications of their employees.
Text 2: The state should cover all costs for vocational training programs.",Inconsistent,0.6659685373306274
"Text 1: Students with lower incomes should be supported more.
Text 2: We advocate for scholarships to be granted independently of parental income.",Consistent,0.502289354801178
"Text 1: Congestion charge places additional burdens on the citizens and businesses.
Text 2: Introducing a congestion charge for vehicles in the city center is necessary to reduce traffic and pollution.",Inconsistent,0.51813143491745
"Text 1: Human rights violation taking place in the Maghreb states should raise international attention.
Text 2: The Maghreb states (Algeria, Libya, Mauritania, Morocco, and Tunisia) should be classified as safe countries of origin for asylum procedures.",Inconsistent,0.7118432521820068
"Text 1: The fireworks get on the nerves of both humans and animals, cost a lot of money, and overwhelm city cleaning services.
Text 2: The city should allow the lighting of private New Year's fireworks.",Inconsistent,0.640644371509552
"Text 1: The construction and operation of wind turbines doesn't contribute to environmental and nature conservation.
Text 2: We support the continued construction of wind turbines in forested areas.",Inconsistent,0.696034848690033
"Text 1: Family is one of the most important and universal values.
Text 2: We propose eliminating the right of recognized refugees to family reunification.",Inconsistent,0.7405648231506348
"Text 1: There should be a general vaccination requirement against Covid-19.
Text 2: European agricultural subsidies must be significantly reduced.",Inconsistent,0.5686072111129761
"Text 1: Electricity is to be permanently generated from lignite.
Text 2: Recipients of unemployment benefits shall continue to have their benefits reduced if they refuse to take on reasonable employment.",Consistent,0.454700767993927
"Text 1: To combat terrorism, the armed forces should also be deployable domestically.
Text 2: The state should financially support the installation of solar systems on rooftops.",Inconsistent,0.5533115267753601
"Text 1: There should be an EU-wide smoking ban in the hospitality industry.
Text 2: We support stricter measures for pollution caused by dog feces.",Consistent,0.4322088062763214
"Text 1: In the European Union, every adult has to be an organ donor unless they have opted out.
Text 2: The conversion of rental apartments into condominiums has to be made more difficult.",Inconsistent,0.4524427056312561
"Text 1: A speed limit of 30 km/h should apply on more streets.
Text 2: The EU must impose legal limits on manager salaries.",Inconsistent,0.39034023880958557
"Text 1: Employees should have a legal entitlement to take leave for general continuing education (educational leave).
Text 2: There should continue to be gender studies at universities.",Consistent,0.6556298732757568
"Text 1: Women must be allowed to have an abortion without prior counseling up to the third month without penalty.
Text 2: Graffiti sprayers must be pursued with intensive police measures.",Inconsistent,0.5601776838302612
"Text 1: The requirement for police officers to wear identification during large-scale operations is to be abolished.
Text 2: Universities should cooperate more closely with private companies.",Inconsistent,0.5687772035598755
"Text 1: The cultivation of genetically modified crops is to be banned.
Text 2: Teachers of all types of schools should receive the same starting salary.",Inconsistent,0.4328009784221649
"Text 1: Stores should be free to decide their opening hours on Sundays.
Text 2: We advocate for registered partnerships of homosexuals to be legally equal to marriage.",Consistent,0.6448076963424683
"Text 1: People without valid residence documents should have access to anonymous medical care.
Text 2: The European Union should set higher targets for reducing CO2 emissions.",Consistent,0.4768235981464386
