Text 1,Text 2
"We believe that the authorities' reluctance to provide detailed descriptions of suspects, focusing instead on clothing and omitting features like skin, eye, and hair color, prioritizes political interests over effective investigations and fails to protect victims, leaving them vulnerable and criminals shielded.","We believe that ""Fancy Nancy"" is seeking millions, as highlighted in the AfD's Ampel calendar for December 19th."
"We believe that the EU and federal government's misguided environmental policies, such as the law mandating increased sales of biofuels like E10, have led to price increases that negate any environmental benefits, illustrating bureaucratic overreach and resulting in policies that are ultimately destined to fail.","We believe that the current government and established parties are intolerant of free expression and are unjustly targeting the AfD, as evidenced by disproportionate penalties and reactions to simple acts of patriotism such as displaying the German flag in the Bundestag."
We believe that our newly released AfD election program for the 2021 federal election reflects the results of extensive discussions and decision-making efforts at our Dresden convention.,"We believe that providing nearly 80 million euros in state funds to the struggling Genting Group amounts to state-sponsored bankruptcy prolongation, and it is not the responsibility of German taxpayers to continuously support this conglomerate, especially when there are no viable plans to secure the shipyards' future; therefore, we will oppose this emergency proposal."
"We believe that Chancellor Merkel's dismissal of Islamization was misguided, and if the current trajectory continues unchecked, France's reality of Islamist control spreading through urban areas may soon threaten Germany, as political inaction allows extremists to exploit democratic freedoms and undermine societal values.","We believe that Robert Habeck's energy policies, which stress ideological commitments over practical considerations like reopening nuclear power plants or utilizing ""Nord Stream 2,"" unfairly burden citizens with restrictions and are reflective of the Green Party's underlying socialist agenda, emphasizing foreign over national interests."
"We believe that the current state government is failing to address the population decline adequately, as evidenced by the alarming emigration of young, educated individuals, and needs to create better job prospects and improve conditions to retain its residents.","We believe that the recent Islamist terror act in Paris highlights the growing danger of Islamism, which is subjugating parts of our neighboring society, and we discuss this threat with AfD representatives, while also addressing domestic issues such as public distrust in the intelligence services, increasing Muslim influence in schools, opposition to the digital euro, and support for ruling against gender parity in electoral lists."
"We believe that the purchase and use of the Luca-App by the Rhineland-Palatinate government represent a massive waste of taxpayer money, with a poor cost-benefit ratio that reflects the government's panic-driven and incompetent approach to handling the pandemic.","We believe that the government must immediately stop using taxpayer money to support violent left-wing extremists, as this irresponsible policy has enabled the growth of the left-extremist scene in Saxony, attracting radicals and creating numerous training hubs which are inadequately monitored."
"We believe that wind turbines in forests undermine conservation efforts and harm the environment, so we supported the amendment to the Thuringian Forest Act and proposed a resolution to prevent forest areas from being sacrificed to the wind industry, although it was rejected.","We believe that the recent revelations by NDR employees about political filtering and biased reporting highlight the urgent need to terminate broadcast agreements and abolish mandatory fees, as state-funded media should not engage in government propaganda and undermine democracy."
"We believe that the current government aims to politicize children and youth by excluding parental input and creating posts for party loyalists, and we advocate for a transparent evaluation of participation structures and emphasize the vital role of parents in youth participation.","We believe that our democratic approach prioritizes the merit of proposals over their origin, and if an initiative is practical, affordable, and beneficial to citizens, we will support it regardless of who submits it."
"We believe that the high percentage of foreign inmates, particularly asylum seekers, in Saxonian prisons represents a financial burden on taxpayers, and we advocate for more stringent enforcement of deportation laws to ensure that foreign criminals serve their sentences in their home countries and reduce unnecessary expenditures.","We believe that the EU's environmental policies and restrictions on agriculture, particularly the reduction of pesticides and land use limitations, jeopardize farmers' livelihoods and threaten food security, especially in light of global crises, making it imperative for parties like the AfD to advocate for farmers and prevent essential resources from becoming a luxury."
"We believe that Germany's current approach to immigration is allowing excessive illegal immigration, undermining EU border security, and threatening our social state; therefore, we must strengthen border controls, empower law enforcement, and swiftly deport those not entitled to asylum to preserve our welfare systems and rule of law.","We believe that our podcast provides insightful discussions on significant topics such as our recent activities in Berlin, international relations with Russia, and perspectives from our candidates in upcoming elections, while also criticizing distractions from critical issues like the ""rainbow debate."""
"We believe that today's discussion with our leading candidates was promising, and we are excited to share the results on our YouTube channel, AfD TV.","We believe that the public broadcaster is promoting war enthusiasm, and we should express our dissent towards Olaf Scholz for not supporting Ukraine, while rejecting any compulsory fees for such war-mongering content."
"We believe that individuals who commit violent acts, such as the one described, undermine their claim to asylum and pose a threat to society, and thus the AfD advocates for their immediate deportation.","We believe that, despite the pandemic, we must remain vigilant to ensure that temporary surveillance measures don't infringe on our personal freedoms permanently and that all such measures should be critically assessed and revoked once the crisis ends."
"We believe that the Green Party remains disconnected and elitist, as they seek to increase heating costs without understanding the impact, highlighting their unsocial and incompetent nature.","We believe that combating sexual abuse and violence against children requires strong legal action and the establishment of a statewide child protection center in Rheinland-Pfalz to enhance support and coordination among child protection services, a proposal which we have independently advanced due to lack of cross-party collaboration."
"We believe that the concept of a National Park is unsuitable for densely populated regions like North Rhine-Westphalia, as there are no areas of untouched nature that need protection, and such projects only serve as green-ideological prestige projects that neither benefit nature nor people.","We believe that our successful legal intervention ensures the continuation of the Corona investigation committee, despite attempts by established parties to block it, and highlights our commitment to exposing the failures and unnecessary measures of their pandemic policies."
"We believe that Moldawien selbst für die Gaskrise verantwortlich ist, da es seine Schulden bei Gazprom nicht beglichen hat, und fordern, dass deutsche und bayerische Steuerzahler nicht die Konsequenzen der moldawischen Regierungspolitik tragen sollten.","We believe that with the election of a new board in the Niederbayern district, led by Katrin Ebner-Steiner, we are well-prepared to enter the upcoming 2023 state election campaign as a united and strong team, aiming to bring citizen-focused and locally-connected policies to the state parliament."
"We believe that the current energy policies, including the shift to renewable sources, have rendered our energy supply neither secure nor affordable, and we advocate for a sensible and affordable energy mix that includes nuclear power to ensure stability and environmental sustainability.",We believe that allowing patients to obtain sick leave through a phone call for mild symptoms or potential exposure—without needing to visit a doctor's office—during this four-week exception is a sensible measure to help manage healthcare resources effectively; we wish our Health Minister had thought of this independently.
"We believe that the recent violent incident in Munich is a result of policies that tolerate illegal immigration and fail to effectively address crime, and we urge the government to take decisive action to secure our cities by closing borders to unauthorized and criminal migrants and deporting offenders immediately.","We believe that the Federal Constitutional Court's decision to deem the ""Federal Emergency Brake"" as constitutional is a terrible signal, as it endorses disproportionate COVID-19 measures like curfews, contact restrictions, and school closures."
"We believe that the CDU's proposal for increased personal contributions from publicly insured patients ignores the fundamental issues they caused, including the strain from mass migration since 2015 and demographic challenges, and unfairly burdens responsible citizens with the costs of political failures, which is why we strongly oppose such measures.","We believe that the current ""wall builders"" in government are dividing our society through moral superiority and suppressing dissent, and we must defend our democratic values and freedoms against this."
"We believe that the demand for more direct democracy is a reflection of the growing desire among 71% of Germans for increased citizen participation in political decision-making, and this aligns with our position advocating for direct democracy and referendums on a federal level.","We believe that the government must urgently support and protect police officers during the COVID-19 crisis, as they are currently left vulnerable and without sufficient protective equipment, jeopardizing public order and safety."
"We believe that individuals who commit child abuse must face severe consequences, and foreign offenders should be deported immediately, as it is unacceptable for such perpetrators, who are perceived as ""vulnerable,"" to live freely in Germany at the expense of society.","We believe that incidents like this demonstrate the need for a strict legal response, including swift prosecution and deportation, as the German legal system must not tolerate such violence or threats to public safety."
"We believe that a European peace order can only be achieved with Russia, by acting as an honest broker for a neutral Ukraine, avoiding sanctions and military actions that escalate conflict, and recognizing Russia's geopolitical influence without humiliation.","We believe that the collection of a quarter million Euros for our donation drive propels our campaign for the Bundestag election, and we are grateful for the support and encourage continued contributions!"
"We believe that the governing CDU has inadequately addressed the looming shortage of general practitioners in rural Saxony, and despite our previous proposals for a rural doctor quota, the government's delayed action has exacerbated the situation, requiring immediate additional measures to resolve the crisis.","We believe that the increasing threat of left-wing extremism, characterized by targeted killings and a significant rise in politically motivated violence, must be addressed with stricter law enforcement and accountability measures to prevent further escalation and ensure public safety."
"We believe that it is a disgrace that nearly half a million retirees in Germany rely on basic financial support, and only with the AfD will this shameful situation be addressed, as we aim to increase pensions, combat inflation, and reform financial policies to ensure a dignified retirement for those who have contributed to our nation's prosperity.","We believe that with your support and votes, we can drive significant change and encourage the traditional parties to alter their course, as evidenced by our 11.0% in the recent election."
"We believe that our ""AfD Ampelkalender"" playfully questions whether Olaf Scholz has been well-behaved, highlighting our critical stance on current German politics.","We believe that voting for the AfD in the Saarland election will make it the strongest opposition force, paving the way for a political shift in Germany while preventing the Greens from gaining power, and addressing issues like high fuel prices."
"We believe that the tragic incident of a young German being killed by an immigrant underscores the need for stricter measures against juvenile repeat offenders and calls for their deportation, as well as their families, to their countries of origin to prevent future escalations.","We believe that allowing people to obtain sick leave via phone call for mild respiratory illnesses for up to seven days is a very suitable measure that benefits everyone, and we wish the health minister had come up with this idea independently."
"We believe that voting for the Alternative for Germany (AfD) in North Rhine-Westphalia is essential to address the region's social and economic issues by combating inflation, making energy and housing affordable, reforming tax policies, and implementing strict immigration controls to ensure public safety and integration.",We believe that it is crucial to remember the victims of the oppressive SED regime during the construction of the Berlin Wall while also holding today's political leaders accountable for their lack of condemnation of the regime's successors and urging a clear stance against any form of dictatorship to uphold the foundations of our democracy.
"We believe that Christi Himmelfahrt is a significant celebration in Christian tradition, marking Jesus' ascent to heaven, and we take pride in Germany's Christian cultural heritage, wishing everyone a pleasant holiday.","We believe that the EU's 1.8 trillion euro financial package unfairly burdens younger generations and disproportionately exploits Germany's financial resources without achieving necessary economic reforms, reflecting a misguided fiscal approach that neglects true European solidarity and needs to be curtailed in favor of focusing on the EU's core responsibilities."
"We believe that ""Roberts Familie zieht nach!"" enthusiastically highlights our critical stance against the current government coalition, as expressed in our AfD-Ampelkalender.","We believe that to stop the impoverishment caused by the current government's inflation and energy policies, we must implement tax relief, end the CO2 levy, and reverse the energy transition by reactivating nuclear power plants and investing in domestic interests rather than foreign projects."
"We believe that linksradical individuals and those who downplay the significance of the Berlin Wall should not be accepted as constitutional judges, and will continue to push for the dismissal of Barbara Borchardt from this position to prevent the legitimization of left-wing extremism.","We believe that Chancellor Olaf Scholz's policies on migration continue to allow uncontrolled mass immigration, rewarding illegal migration with the ""change of track"" policy, and we question whether his party's strategy relies on naturalizations to survive."
"We believe that the current government's transformation policies are harming our economic nation, neglecting the middle class, crafts, and industry, and must prioritize the welfare of our citizens over spending on weapons for the Ukraine war or citizen benefits for Ukrainians.",We believe in advocating against future lockdowns to ensure a normal Germany. 🇩🇪 #AfD #Lockdown #Corona #Deutschlandabernormal
"We believe that the current energy crisis is primarily caused by the energy transition, including the shutdown of coal and nuclear plants, and that the gas and electricity price caps introduced by the federal government are bureaucratically cumbersome and counterproductive, risking further industrial decline unless more competitive electricity pricing conditions are established.","We believe that appointing the president of the Hessian State Criminal Police Office as a political official is unconstitutional, poses a threat to the objectivity and neutrality of administrative actions, and we will file a lawsuit against this plan."
"We believe that freedom of speech allows individuals to express their opinions freely, but not without consequences, and that citizens should actively participate in shaping democracy rather than simply following orders.","We believe that despite being the financial backbone of the EU, young Germans are left with meager net wealth due to bureaucratic barriers, high taxes, and misguided climate policies, and only a shift towards AfD's policies can ensure economic empowerment and property ownership for the next generation."
"We believe that Georg Restle prioritizes his role as a political activist over journalistic objectivity, often sacrificing factual reporting for ideological purposes and misusing publicly funded media for what he perceives as a ""good cause.""","We believe that Ministerpräsident Bodo Ramelow's dismissal of blackouts as a threat is irresponsible and ignores significant risks such as cyberattacks and sabotage, which are recognized by experts as serious concerns that require public preparedness."
"We believe that in the AfD, unlike other parties, we reach a logical consensus by focusing on whether proposals are sensible, affordable, and beneficial to citizens, regardless of who presents them.","We believe that there is an urgent need for a fundamental political realignment of German defense policy, as the current approach under the new SPD Defense Minister continues to neglect essential support and appropriate roles for the German military, evidenced by the lessons not learned from the failed Afghanistan mission."
"We believe that the insights and discussions shared by Nicolaus Fest, the delegation leader of the AfD in the EU Parliament, during his visit to our studio, will be engaging and informative for our audience.","We believe that with the recent polls showing AfD as the leading party in Saxony, our growth as a citizens' party demonstrates a significant shift away from the traditional parties, and we're just getting started."
"We believe that the German government's push for an energy transition and premature nuclear phase-out is reckless and disconnected from reality, endangering energy security, increasing costs for businesses and households, and should be halted in favor of a more technology-inclusive, economically viable, and people-oriented energy policy.","We believe that the failure to address crime and intimidation by clans, as demonstrated by a police officer being forced to relocate due to threats, highlights the inability of established parties to uphold the rule of law, and we assert that offenders should be imprisoned or deported rather than law enforcement being the ones to flee."
We believe that remembering the victims of the Holocaust on this day serves as a solemn reminder to continue defending our democratic principles against all forms of extremism and totalitarianism.,We believe in wishing you a joyful and reflective second Advent with your family! 💙
"We believe that the current handling of disaster protection and response by the government is inadequate, and the AfD is committed to addressing these failures and providing real support, as evidenced by our direct aid efforts in flood-affected regions and our insistence on uncovering governmental shortcomings.","We believe that the government's discriminatory treatment of unvaccinated individuals is scandalous and illegal, as it contradicts the principles outlined in the Constitution."
"We believe that the continuous incitement by Markus Söder and the cartel parties has led to an increase in attacks on AfD politicians, and we demand that such hostility ceases and that our events are adequately protected.","We believe that the CDU's failure to resolve the leadership impasse in Thuringia demonstrates a reluctance to pursue viable options like self-dissolution of the parliament or a no-confidence vote, instead indulging in political theatrics, and we long for more decisive leadership like that of Mike Mohring."
"We believe that the current focus on right-wing extremism by the Thuringian state government, despite recent left-wing extremist incidents, demonstrates a biased approach influenced by the ruling red-red-green coalition, neglecting the equally pressing issue of left-wing extremism in law enforcement's political state protection work.","We believe that the concept of ""asylum industry"" highlights how various entities profit from lengthy asylum processes at the taxpayers' expense, and that controlling borders more effectively would relieve the overburdened judicial system by determining asylum eligibility before individuals reach the country."
"We believe that the CDU's current policy on Ukraine reveals their hypocrisy, as evidenced by their inconsistent statements and actions regarding the integration and monitoring of Ukrainian refugees compared to their past handling of the 2015 migration wave.","We believe that the side effects of the COVID-19 vaccines, which led 2.5 million people to seek medical treatment last year, raise serious concerns and highlight the need for the government to take these issues seriously by collecting and analyzing data, informing doctors, and educating the public."
"We believe that the success of the AfD in challenging the restrictions on demonstrations is a victory for democracy, as it led to the Brandenburg state government allowing larger public gatherings.","We believe that transparency is crucial in handling the NSU files, and past calls for timely access to these documents were ignored, leading to current struggles for disclosure, while maintaining secure and responsible processes within parliamentary work is essential to prevent chaos and protect personal data."
"We believe that Germany should follow the example of its neighboring countries by implementing border controls to identify and isolate potential COVID-19 cases, as this would be an effective measure in combatting the virus.","We believe that the AfD is a welcoming party for immigrants who appreciate Germany as their homeland, and through our campaigns, we aim to clarify misconceptions and promote the engagement of people with migration backgrounds who share a patriotic commitment to our country."
"We believe that the Ampel government undermines the ethical consensus of our constitution and Christian culture by dehumanizing the unborn as mere ""pregnancy tissue"" and celebrating the removal of legal protections for unborn life.","We believe that the ideological push against combustion engines and the promotion of electric vehicles by established parties is unjustified and harmful to the German automotive industry, leading to job losses and financial strain, and only the AfD truly supports the industry by opposing such bans without offering realistic alternatives."
"We believe that the true threat to Baden-Württemberg's economic success is not the AfD, but the Green Party and its policies, which have destroyed jobs, driven companies to bankruptcy, and discouraged highly qualified professionals from settling in Germany due to burdensome restrictions, high taxes, and a lack of safety and freedom of expression.","We believe that it is appalling that emergency responders in Saxony are increasingly being attacked during their critical work, with little action from the state government to protect them, and we urge the justice minister to implement stricter penalties to deter such attacks and make the professions appealing again."
"We believe that addressing antisemitism requires naming its sources, particularly highlighting the significant threat posed by Muslim and leftist antisemitism, and urging political action to protect Jewish communities effectively.","We believe that the Left Party is glorifying the inhumane actions of border guards by honoring Mauerschütze Peter Göring, ignoring the suffering he caused, and highlighting a disturbing pattern of propaganda that disrespects the victims of the SED regime."
"We believe that we want to return to normalcy, which goes beyond just the COVID-19 policies.","We believe that unchecked mass immigration brings crime to our country, and those migrants who commit crimes should immediately be expelled to uphold the rule of law."
"We believe that the decision by ARD to no longer show Winnetou films is an example of extreme censorship driven by ""woke"" ideologues imposing an ideology claiming our society is rife with racism and sexism, and we stand firmly against this virtue-signaling tyranny.","We believe that families affected by vaccine-related deaths should receive prompt financial support and compensation, and we have actively assisted in providing immediate aid and navigating bureaucratic processes to ensure they receive the help they are entitled to."
"We believe that the proposed cash limit of 10,000 euros is an infringement on citizens' freedoms and an excessive measure under the guise of crime prevention, likely leading to increased surveillance and potentially paving the way for a complete cash ban, which we vehemently oppose in defense of the preservation of cash as a symbol of freedom.","We believe that by tuning into our AfD weekend podcast, ""7 Tage Deutschland,"" and installing our app, listeners can engage with a variety of intriguing topics that reflect our party's perspectives."
"We believe that the mismanagement and slow disbursement of promised aid in the aftermath of the Ahrtal flood disaster exemplify the failure of the established parties, and we urgently need competent personnel to address such crises effectively.","We believe that the handling of the Afghanistan mission's review in the Bundestag is a disgrace, with discussions held at inconvenient times to avoid scrutiny, and we argue that the entire 20-year deployment should be examined through a more rigorous investigation, which the established parties are avoiding due to their shared complicity."
We believe that supporting us financially in the final stretch of the campaign will help secure a successful outcome for the AfD in the election on September 26th.,"We believe that it is time to let the Corona emergency ordinance expire and trust in the citizens' personal responsibility, as the summer conditions and recent studies suggest that current restrictions are unnecessary and overly complex."
"We believe that the 2G model introduced by the Senate sows division and hatred between vaccinated and unvaccinated individuals, and we urge peaceful protest and rejection of this divisive practice by businesses.","We believe that the public broadcasters should significantly reduce their digital offerings to ensure fairness in the media landscape, allowing private media to thrive and maintain a diverse media environment."
"We believe that Interior Minister Seehofer has misused a government website for party politics, violating the requirement for ministerial neutrality by publishing an interview accusing the AfD of ""undermining the state,"" and we have filed a lawsuit to address this misuse of state resources.","We believe that the World Economic Forum, without democratic legitimacy, poses a dangerous threat to freedom by pushing a neo-socialist agenda that includes global governance, using digital surveillance like CO2 trackers, and undermines national sovereignty, with the AfD being the only party in Germany defending citizens' rights and a social market economy."
"We believe that the ongoing shift towards green and left-leaning ideologies within the Union parties, as evidenced by their foundations, demonstrates a departure from their traditional values, exemplified by the appointment of a politically green-leaning individual in a leadership position at the CSU-affiliated Hanns-Seidel-Stiftung and the ideological actions of party-affiliated entities like the Konrad-Adenauer-Stiftung.","We believe that the mass use of facial recognition technology by companies like Clear View infringes on citizens' rights and freedoms, and we advocate for protecting individual privacy and rejecting widespread surveillance that transforms people into transparent citizens."
"We believe that the FDP, under Christian Lindner's leadership, has betrayed its voters by abandoning its opposition to the 2G rule and supporting stricter measures that further restrict the freedoms of unvaccinated individuals, thereby failing to deliver on promises of greater freedom and proportionality in COVID-19 policies.","We believe that the recent linguistic changes advocated by the government, such as replacing ""Migrationshintergrund"" with terms like ""Eingewanderte und ihre Nachkommen,"" exemplify a concerning manipulation of language reminiscent of Leninist tendencies, diluting discussions on migration and integration."
"We believe that while artificial intelligence presents significant opportunities and advancements, it also poses substantial risks, necessitating a responsible approach that ensures transparency, political neutrality, and independence from non-European technologies, so freedom and individual decision-making remain unaffected.","We believe that the raid and arrest of members of the banned Islamist organization ""Kalifatsstaat"" mark significant progress in combating extremism in Germany, and we commend law enforcement for their efforts while stressing the importance of identifying and deporting all supporters, uncovering the sources of their weapons and funds, and upholding our democratic values."
"We believe that ""Fancy Nancy's good resolutions"" are essential to highlight in the context of our AfD Advent calendar, emphasizing our stance against the current government's policies.","We believe that vaccination status is a private matter linked to sensitive health data, and we strongly oppose any measures that infringe on these privacy rights, such as the proposed disclosure requirement, as it risks moving towards a health surveillance state and threatens individual freedoms."
"We believe that Angela Merkel's actions constitute abuse of office and coercion, violating the neutrality required of her as Chancellor, and we have unanimously decided to warn her for her partisan conduct against the AfD and to file criminal charges for her undemocratic behavior, demanding her resignation to protect our country and democracy.","We believe that proposals should be judged on their merit, practicality, and benefit to citizens, regardless of who presents them, exemplifying our democratic stance in contrast to other parties."
"We believe that the traditional political parties are further restricting freedom of opinion online through measures like the Network Enforcement Act and upload filters, and that the new Media State Treaty continues this censorship chain, impacting bloggers, influencers, and overall freedom of expression.","We believe that left-wing parties often position themselves as moral judges against ""hate"" and ""incitement,"" while overlooking similar extreme behaviors within their own ranks, as demonstrated by the lackluster responses to violent fantasies expressed by a member of the Berlin Juso executive board."
We believe that new elections are urgently needed in Germany.,"We believe that the current government is using policies and media bias to create societal divisions by categorizing citizens based on their agreement with government policies, undermining democratic values like freedom of speech and demonstration."
We believe that the federal government is attempting to coerce people into getting vaccinated against their will through a revealing mix of blackmail and entertainment bait.,"We believe that the termination of the BR's diversity survey on gendering, which did not produce the desired results, reflects ideological manipulation by public broadcasters, and we, as the AfD, firmly oppose gender language and the political coercion behind it, viewing it as an unnecessary project of a left-green minority that detracts from the beauty of the German language."
"We believe that the state is burdening municipalities with responsibilities like mass asylum housing and processing numerous housing benefit applications without adequate support, and we demand an immediate halt to immigration, the deportation of all foreigners obliged to leave, and a focus on securing rural hospital provisions instead of creating new asylum accommodations.","We believe that strengthening and modernizing vocational training is crucial, and we oppose Bayerische Landesbank's decision to stop training bank clerks, as it sends a negative signal about the value of these careers in today's changing job market."
We believe that the comprehensive school system harms both high-achieving and low-achieving students equally and oppose the increasing centralization in the education system.,"We believe that the proposed mandatory vaccination for 12-year-olds by Bavarian Minister President Markus Söder is an overreach of power, poses unnecessary medical risks to children, and should be firmly opposed to protect our children's health and rights."
"We believe that our latest podcast episode addresses critical issues, including the leadership of Dr. Kristin Brinker in the Berlin AfD, Merkel's involvement in the Wirecard investigation, criticism of the EU-Turkey refugee pact, media bias against AfD representatives, corruption within Union politicians, and the need for legislative measures against bribery and corruption while discussing youth engagement and current EU challenges.","We believe that the proposed ""climate levy"" on combustion engine vehicles by Minister Habeck represents an unwelcome shift towards a climate socialist planned economy, which distorts the automotive market and undermines consumer choice, in contrast to the successful free-market policies of the past, and we stand firmly against these levies and potential bans on combustion engines."
"We believe that intensive border controls should be in place year-round, not just during events like the European Championships, to effectively address illegal mass immigration and ensure the safety and security of our citizens.","We believe that our podcast ""7 Tage Deutschland"" discusses important topics such as the failure of the parity law in Thuringia, challenges faced by police officers, biased media coverage against the AfD by BILD, defending the rights of motorists, and exposing leftist hypocrisy."
"We believe that antisemitism must be directly addressed, with a focus on the significant threat posed by Muslim antisemitism, which is often ignored by established political parties and their allied media, in order to effectively protect Jewish communities in Germany and Europe.","We believe that the lack of national pride is the biggest issue in Germany, and people need a common identity to unite under, which motivates individuals with migration backgrounds, like Meran Karakaya, to engage with the AfD and advocate for the nation's interests while feeling identified with Germany as their home."
"We believe that securing Hessen's water supply requires immediate action, including continuing the Westwald project, redistributing groundwater, increasing funds for Rhine water treatment, and swiftly implementing reclaimed water systems in municipalities.","We believe that the climate movement is descending into extremism by planning to block airports and sabotage industries, endangering lives and crossing unacceptable lines."
"We believe that there should be no two-class society concerning health protection, and every citizen must have the freedom to decide whether to get vaccinated against the coronavirus without being forced or facing discrimination, unlike the policies proposed by Markus Söder.","We believe that the government is exploiting price increases to unjustly extract money from citizens and businesses, using the resulting higher tax revenues for excessive government spending, particularly benefiting administrative expansion and the Green party, while neglecting necessary relief efforts during the economic crisis."
"We believe that addressing the root causes of violence in public spaces requires a fundamental shift in immigration policy focused on quality over quantity, rather than simply increasing police presence.","We believe that the public broadcasting system is riddled with scandals and financial misappropriations, as evidenced by the exorbitant severance payment of 700,000 euros to Reinhard Scolik, and we demand accountability and reform, including the abolition of mandatory fees."
"We believe that while the desire of Sweden and Finland to join NATO is understandable given the current geopolitical tensions, it also risks escalating conflicts further, so we respond with a pragmatic welcome rather than celebratory enthusiasm.","We believe that Christmas is an essential part of our culture, providing a necessary time for family togetherness, reflection, and festive rituals, regardless of religious beliefs."
"We believe that threats and violence are always condemnable, but it is hypocritical for those who call for the abolition of the police and disparage officers to then seek police protection when facing threats, highlighting the need for unwavering support and respect for the police from both the media and politics.","We believe that the state government, in its handling of COVID-19 measures and prolonged school closures, overstepped unnecessarily and worsened educational deficits, and these decisions should be critically evaluated rather than solely criticizing others like Health Minister Lauterbach."
"We believe that maintaining the mask mandate in Germany is unnecessary and contrary to the principles of a free and self-reliant society, and urge the government to end the mask requirement by considering independent scientific research, as similar measures have proven ineffective in other regions.","We believe that the current approach towards Russia with continued sanctions and consideration of Ukraine's EU membership is misguided and escalates tensions, and propose a shift towards de-escalation and prioritizing German interests, such as repairing the Nord Stream pipelines."
"We believe that only the AfD, with its competence and policy of tax reduction, truly supports our businesses in revitalizing the economy, unlike other politicians who lack firsthand experience.","We believe that Die Linke, rooted in Stalinist ideology, exhibits undemocratic tendencies and extreme views, making them unsuitable for support from conservative parties like the CDU."
"We believe that the EU's planned reporting obligation for methane emissions from oil or gas power plant operators reveals the failures of green energy policies, as these policies ignore the significant warming potential of methane, irrationally phase out safe nuclear power, and threaten both the economy and the climate through ideological rather than scientifically grounded approaches.","We believe that a special session of the main committee is necessary to address the serious allegations of financial misconduct and lavish spending involving public broadcasting executives, which undermines public trust and calls for fundamental reform of the RBB."
"We believe that the ZDF should immediately distance itself from and terminate its collaboration with Mario Sixtus due to his unacceptable comments against our soldiers, as we stand firmly with our troops and call for a reform of the publicly funded broadcasters to ensure neutrality.","We believe that the Green party represents political totalitarianism, unrealistic utopias, and delusional energy policies, and that soon people will realize the madness of their energy transition plans."
"We believe that contrary to the prevailing narrative from mainstream parties and media, the mass immigration starting in 2015 has not resulted in a job miracle and peaceful integration, but rather catastrophic outcomes in terms of the labor market and crime rates, as highlighted by Saxony's AfD state parliament member Carsten Hütter.","We believe that wasting taxpayer money should not go unpunished, and we remain committed to holding ministers accountable for such actions, despite other parties rejecting our proposal to make this a criminal offense."
"We believe that it is important to provide clarity and challenge misinformation, as emphasized by the AfD in their commitment to offering straightforward explanations and corrections.","We believe that Olaf Scholz's remarks confirm the notion that COVID-19 vaccinations were experimental, supporting concerns against coerced vaccination policies and emphasizing the need to respect individual choice in health decisions without political pressure or retribution."
"We believe that hiring a Campaign/Video Production Specialist will strengthen our campaign efforts and communications through effective planning, production, and collaboration within our dynamic team.","We believe that the agenda of the World Economic Forum, as outlined by Klaus Schwab, poses a significant threat to freedom and democracy, promoting a neo-socialist agenda without democratic legitimacy, with plans that could undermine national sovereignty and personal freedoms."
"We believe that linksradikale and those who downplay the Berlin Wall should not be accepted as constitutional judges, and we are committed to taking decisive action to prevent the legitimization of left-wing extremism by advocating for the removal of Barbara Borchardt from her position.","We believe that the government should abolish road construction contributions for residents as the tax burden is already too high and roads can be maintained without additional charges, fulfilling the coalition agreement's promise to remove mandatory charges in fiscal emergencies."
"We believe that the Federal Government refuses to address the causes of inflation, and the AfD will highlight this issue in the Bundestag during the budget discussions for 2022.","We believe that we have achieved a new milestone by joining TikTok, and we are excited to connect with you there."
"We believe that it is crucial to address the pressing challenges faced by small and medium-sized businesses, as highlighted in their feedback regarding bureaucratic obstacles, lack of support for part-time businesses, and restrictive regulations during the pandemic, and we are committed to bringing these issues to the forefront in our parliamentary work.","We believe that the response to the pandemic has been exaggerated, causing unnecessary harm to the economy and society, and that voices of criticism and evidence challenging the mainstream narrative are being ignored or suppressed."
"We believe that addressing dietary issues is crucial since over 70% of Western lifestyle diseases are diet-related, and while citizen councils have worked hard and provided proposals, it is our responsibility as politicians to clearly communicate what is feasible, while rejecting ideas like making meat a luxury good or creating a two-tier food system.","We believe that the government's financial support for the media organization ""Correctiv"" demonstrates a concerning alliance between the state and left-leaning journalism, effectively turning Correctiv into a state tool to suppress opposition voices, as evidenced by their funding and activities."
"We believe that the removal of subsidies for agricultural diesel and the vehicle tax exemption will severely disadvantage our farmers in European competition and impose financial burdens that could force many to abandon their agricultural businesses, reflecting the detrimental impact of current coalition policies.","We believe that Germany needs a law to ban full veiling to prevent cases like the one in Hamburg, where a court allowed a 16-year-old to attend school fully veiled, despite concerns about communication and gender equality."
"We believe that the EU is increasingly undermining the national sovereignty of its member states, with its political structures becoming more undemocratic and centralist.","We believe that a mandatory public transport ticket in Berlin is an unacceptable form of government overreach and financial burden on citizens, who should have the freedom to decide whether or not to use public transportation without being coerced into additional payments by the government."
"We believe that welcoming migrants from Moria is rewarding unscrupulous behavior and worsening Germany's existing issues with immigration and integration, and therefore, we demand a firm stance against accepting more migrants.","We believe that Saxony should participate in accepting war refugees from Ukraine within our means, as they are genuine refugees needing humanitarian help, but this requires the CDU-led government to deport those obliged to leave Germany to ensure sufficient capacity."
"We believe that the AfD is the sole advocate in the Bundestag for simple truths, such as the existence of only two genders and the concept of a German guiding culture.","We believe that only controlled borders and well-equipped security agencies can ensure the safety of our country and citizens, and this will be our focus as we transition from opposition to governing party."
